,E3A10_VenB145-014,E3A11_VenB145-014,E3A12_VenB145-014,E3B1_VenB145-014,E3B2_VenB145-014,E3B3_VenB145-014,E3B4_VenB145-014,E3B5_VenB145-014,E3B6_VenB145-014,E3B7_VenB145-014,E3B8_VenB145-014,E3B9_VenB145-014,E3B10_VenB145-014,E3B11_VenB145-014,E3B12_VenB145-014,E3C1_VenB145-014
0.18666666666666668,-0.004887580871582031,-0.0012740492820739746,0.003680586814880371,0.00038743019104003906,-0.017061829566955566,-0.03115832805633545,-0.06938725709915161,-0.09452551603317261,-0.08243322372436523,-0.07449090480804443,-0.08008629083633423,-0.07048994302749634,-0.0652894377708435,-0.06269663572311401,-0.061884522438049316,-0.07317215204238892
0.19333333333333333,-0.0052675604820251465,-0.0008568167686462402,0.0032410025596618652,0.00011920928955078125,-0.016964972019195557,-0.031113624572753906,-0.07000565528869629,-0.09506195783615112,-0.0821426510810852,-0.0764504075050354,-0.08003413677215576,-0.0702589750289917,-0.0653490424156189,-0.0631287693977356,-0.06239861249923706,-0.07462501525878906
0.2,-0.005714595317840576,-0.0006631016731262207,0.0032782554626464844,8.940696716308594e-05,-0.01656264066696167,-0.030584633350372314,-0.06999820470809937,-0.0958368182182312,-0.08220970630645752,-0.07835030555725098,-0.08006393909454346,-0.07000565528869629,-0.06592273712158203,-0.06340444087982178,-0.06306171417236328,-0.07611513137817383
0.20666666666666667,-0.005982816219329834,-0.0005960464477539062,0.003330409526824951,0.0004023313522338867,-0.01623481512069702,-0.029437243938446045,-0.07000565528869629,-0.0968053936958313,-0.08308142423629761,-0.08010119199752808,-0.08045881986618042,-0.06978213787078857,-0.06724148988723755,-0.06370991468429565,-0.06370991468429565,-0.07721781730651855
0.21333333333333335,-0.005848705768585205,-0.0005289912223815918,0.003382563591003418,0.0008642673492431641,-0.015832483768463135,-0.028148293495178223,-0.070229172706604,-0.09749084711074829,-0.08448213338851929,-0.08124858140945435,-0.08138269186019897,-0.07008016109466553,-0.06873905658721924,-0.06444752216339111,-0.06421655416488647,-0.07775425910949707
0.22,-0.0051781535148620605,-0.0006854534149169922,0.0036284327507019043,0.0014081597328186035,-0.014878809452056885,-0.027485191822052002,-0.0703856348991394,-0.09825080633163452,-0.08573383092880249,-0.08217990398406982,-0.08250027894973755,-0.07116049528121948,-0.06984174251556396,-0.06533414125442505,-0.06432086229324341,-0.07788091897964478
0.22666666666666666,-0.004172325134277344,-0.0012889504432678223,0.0039711594581604,0.0015795230865478516,-0.013783574104309082,-0.027470290660858154,-0.0699460506439209,-0.09936094284057617,-0.08682906627655029,-0.08305162191390991,-0.08347630500793457,-0.07281452417373657,-0.07073581218719482,-0.06610900163650513,-0.06430596113204956,-0.07747858762741089
0.23333333333333334,-0.0033974647521972656,-0.002168118953704834,0.0042244791984558105,0.001646578311920166,-0.013530254364013672,-0.02759695053100586,-0.06935000419616699,-0.1007765531539917,-0.08750706911087036,-0.08392333984375,-0.08413195610046387,-0.07437914609909058,-0.0718533992767334,-0.06681680679321289,-0.06441771984100342,-0.07695704698562622
0.24,-0.0032410025596618652,-0.003084540367126465,0.004135072231292725,0.0015869736671447754,-0.013679265975952148,-0.027664005756378174,-0.06904453039169312,-0.1024976372718811,-0.08803606033325195,-0.0845491886138916,-0.08475035429000854,-0.07534027099609375,-0.07339566946029663,-0.06763637065887451,-0.06462633609771729,-0.07681548595428467
0.24666666666666667,-0.0034943222999572754,-0.003948807716369629,0.00391155481338501,0.0010281801223754883,-0.013783574104309082,-0.027894973754882812,-0.06935000419616699,-0.10409951210021973,-0.08834153413772583,-0.08466839790344238,-0.08541345596313477,-0.07556378841400146,-0.07483363151550293,-0.06835907697677612,-0.06510317325592041,-0.07699429988861084
0.25333333333333335,-0.0036507844924926758,-0.004447996616363525,0.003606081008911133,-8.940696716308594e-05,-0.013485550880432129,-0.028446316719055176,-0.06998330354690552,-0.10573863983154297,-0.08849799633026123,-0.08465349674224854,-0.08616596460342407,-0.07537752389907837,-0.07607787847518921,-0.0686943531036377,-0.06566941738128662,-0.0768899917602539
0.26,-0.0038817524909973145,-0.004105269908905029,0.0035315752029418945,-0.0013485550880432129,-0.013262033462524414,-0.02928823232650757,-0.07082521915435791,-0.10696053504943848,-0.08893013000488281,-0.0843629240989685,-0.08723139762878418,-0.07516145706176758,-0.07671862840652466,-0.06899237632751465,-0.06629526615142822,-0.07646530866622925
0.26666666666666666,-0.0044405460357666016,-0.0029653310775756836,0.004015862941741943,-0.0021457672119140625,-0.013366341590881348,-0.029996037483215332,-0.07148087024688721,-0.10769069194793701,-0.08996576070785522,-0.08401274681091309,-0.08831918239593506,-0.07510185241699219,-0.07705390453338623,-0.06950646638870239,-0.06714463233947754,-0.0764504075050354
0.2733333333333333,-0.004895031452178955,-0.0018700957298278809,0.0046193599700927734,-0.0027045607566833496,-0.013455748558044434,-0.030502676963806152,-0.07224082946777344,-0.10783225297927856,-0.09144097566604614,-0.08390098810195923,-0.08966028690338135,-0.07531791925430298,-0.07701665163040161,-0.0704452395439148,-0.06824731826782227,-0.07706135511398315
0.28,-0.004731118679046631,-0.0012814998626708984,0.005431473255157471,-0.00321120023727417,-0.013627111911773682,-0.03079324960708618,-0.07348507642745972,-0.10772049427032471,-0.09298324584960938,-0.08399784564971924,-0.09100884199142456,-0.07567554712295532,-0.0767335295677185,-0.07163733243942261,-0.06952136754989624,-0.07805973291397095
0.2866666666666667,-0.004135072231292725,-0.0009834766387939453,0.006154179573059082,-0.003509223461151123,-0.013969838619232178,-0.031225383281707764,-0.07502734661102295,-0.10772794485092163,-0.09419769048690796,-0.08422136306762695,-0.0922083854675293,-0.07647275924682617,-0.07640570402145386,-0.07291138172149658,-0.07070600986480713,-0.07927417755126953
0.29333333333333333,-0.0037029385566711426,-0.001125037670135498,0.00702589750289917,-0.003635883331298828,-0.014677643775939941,-0.03152340650558472,-0.07627159357070923,-0.1076236367225647,-0.09478628635406494,-0.08441507816314697,-0.09319186210632324,-0.07748603820800781,-0.07615238428115845,-0.07385760545730591,-0.07168203592300415,-0.08059293031692505
0.3,-0.003591179847717285,-0.0018998980522155762,0.007741153240203857,-0.0036507844924926758,-0.01519918441772461,-0.03142654895782471,-0.0767931342124939,-0.10751932859420776,-0.0950843095779419,-0.08490681648254395,-0.09407103061676025,-0.07833540439605713,-0.07648766040802002,-0.07440149784088135,-0.0725090503692627,-0.0818297266960144
0.30666666666666664,-0.003516674041748047,-0.002823770046234131,0.007860362529754639,-0.003606081008911133,-0.01545250415802002,-0.03115832805633545,-0.07727742195129395,-0.10760128498077393,-0.095367431640625,-0.08586794137954712,-0.09517371654510498,-0.07924437522888184,-0.07694214582443237,-0.07460266351699829,-0.07281452417373657,-0.08299201726913452
0.31333333333333335,-0.003330409526824951,-0.002987682819366455,0.00753253698348999,-0.0033676624298095703,-0.01582503318786621,-0.03109872341156006,-0.07790327072143555,-0.10778754949569702,-0.09598582983016968,-0.08700042963027954,-0.09644031524658203,-0.08025765419006348,-0.0772625207901001,-0.07446855306625366,-0.07265806198120117,-0.08394569158554077
0.32,-0.002808868885040283,-0.002212822437286377,0.006996095180511475,-0.002682209014892578,-0.016413629055023193,-0.031113624572753906,-0.07838010787963867,-0.10810792446136475,-0.0967755913734436,-0.0880211591720581,-0.09762495756149292,-0.08153170347213745,-0.07749348878860474,-0.07406622171401978,-0.0723227858543396,-0.0847354531288147
0.32666666666666666,-0.0020042061805725098,-0.0013932585716247559,0.006586313247680664,-0.0016391277313232422,-0.016726553440093994,-0.03100186586380005,-0.07829815149307251,-0.10862201452255249,-0.09763240814208984,-0.08879601955413818,-0.0986829400062561,-0.08286535739898682,-0.07783621549606323,-0.07346272468566895,-0.07233023643493652,-0.08531659841537476
0.3333333333333333,-0.0011324882507324219,-0.000737607479095459,0.006094574928283691,-0.0004023313522338867,-0.01646578311920166,-0.03084540367126465,-0.07814168930053711,-0.10938197374343872,-0.09889155626296997,-0.08966028690338135,-0.09943544864654541,-0.08403509855270386,-0.07840245962142944,-0.07320940494537354,-0.07258355617523193,-0.08602440357208252
0.34,-0.0003501772880554199,-0.00035762786865234375,0.005640089511871338,0.0007003545761108398,-0.016279518604278564,-0.031076371669769287,-0.0783875584602356,-0.11032074689865112,-0.10018795728683472,-0.09051710367202759,-0.09992718696594238,-0.08500367403030396,-0.07930397987365723,-0.07331371307373047,-0.07268786430358887,-0.08720159530639648
0.3466666666666667,0.00017881393432617188,-0.0003650784492492676,0.005692243576049805,0.0013262033462524414,-0.016458332538604736,-0.03170967102050781,-0.07922202348709106,-0.11102110147476196,-0.10136514902114868,-0.09113550186157227,-0.10025501251220703,-0.08534640073776245,-0.08036941289901733,-0.07372349500656128,-0.07270276546478271,-0.08846074342727661
0.35333333333333333,0.0005513429641723633,-0.0008717179298400879,0.006280839443206787,0.00130385160446167,-0.016763806343078613,-0.032261013984680176,-0.0799819827079773,-0.11174380779266357,-0.10210275650024414,-0.09134411811828613,-0.10018050670623779,-0.08524209260940552,-0.0813603401184082,-0.0740736722946167,-0.07270276546478271,-0.08960813283920288
0.36,0.0005364418029785156,-0.0016614794731140137,0.006943941116333008,0.0007078051567077637,-0.016592442989349365,-0.03276020288467407,-0.08024275302886963,-0.11267513036727905,-0.10273605585098267,-0.09135901927947998,-0.09997934103012085,-0.08506327867507935,-0.08196383714675903,-0.07437914609909058,-0.07262825965881348,-0.09037554264068604
0.36666666666666664,0.00020116567611694336,-0.002168118953704834,0.0074729323387146,0.00021606683731079102,-0.01617521047592163,-0.03337860107421875,-0.08024275302886963,-0.11385977268218994,-0.10316818952560425,-0.0918358564376831,-0.099964439868927,-0.08498877286911011,-0.08236616849899292,-0.07481127977371216,-0.07245689630508423,-0.09096413850784302
0.37333333333333335,-0.00017136335372924805,-0.0026971101760864258,0.008113682270050049,0.0003725290298461914,-0.016026198863983154,-0.03445148468017578,-0.0804215669631958,-0.11513382196426392,-0.10354071855545044,-0.09261071681976318,-0.10035932064056396,-0.0852048397064209,-0.08232146501541138,-0.07557123899459839,-0.07259100675582886,-0.09141862392425537
0.38,-0.0004023313522338867,-0.003129243850708008,0.008881092071533203,0.0009387731552124023,-0.016361474990844727,-0.03550201654434204,-0.08095800876617432,-0.11648237705230713,-0.10406225919723511,-0.0936165452003479,-0.1007765531539917,-0.08559972047805786,-0.08168071508407593,-0.07649511098861694,-0.07328391075134277,-0.09141117334365845
0.38666666666666666,-0.0006332993507385254,-0.0034123659133911133,0.009387731552124023,0.0012814998626708984,-0.017017126083374023,-0.03616511821746826,-0.08140504360198975,-0.11803954839706421,-0.10496377944946289,-0.09479373693466187,-0.10102987289428711,-0.08622556924819946,-0.08086860179901123,-0.07735937833786011,-0.07424503564834595,-0.09112060070037842
0.3933333333333333,-0.0010952353477478027,-0.0033602118492126465,0.009782612323760986,0.0014826655387878418,-0.017464160919189453,-0.036559998989105225,-0.08174031972885132,-0.11930614709854126,-0.10626018047332764,-0.09603798389434814,-0.101529061794281,-0.08691847324371338,-0.08031725883483887,-0.07814168930053711,-0.07531046867370605,-0.09071081876754761
0.4,-0.001735985279083252,-0.0031962990760803223,0.010028481483459473,0.001646578311920166,-0.017739832401275635,-0.03684312105178833,-0.08206069469451904,-0.11988729238510132,-0.1074075698852539,-0.09722262620925903,-0.10222941637039185,-0.08749961853027344,-0.08027255535125732,-0.07892400026321411,-0.0766366720199585,-0.09059160947799683
0.4066666666666667,-0.0023990869522094727,-0.003345310688018799,0.010192394256591797,0.001735985279083252,-0.01786649227142334,-0.03690272569656372,-0.08258968591690063,-0.12005120515823364,-0.1084059476852417,-0.09796768426895142,-0.10281801223754883,-0.08787214756011963,-0.08039921522140503,-0.07957965135574341,-0.07832050323486328,-0.09064376354217529
0.41333333333333333,-0.0028759241104125977,-0.003382563591003418,0.010088086128234863,0.0013560056686401367,-0.01798570156097412,-0.03653019666671753,-0.08299946784973145,-0.12059509754180908,-0.10921061038970947,-0.09848922491073608,-0.10298937559127808,-0.08830428123474121,-0.08101761341094971,-0.07975101470947266,-0.07965415716171265,-0.09059906005859375
0.42,-0.002942979335784912,-0.0033229589462280273,0.009939074516296387,0.0007674098014831543,-0.018283724784851074,-0.03604590892791748,-0.08341670036315918,-0.12127310037612915,-0.11019408702850342,-0.09889155626296997,-0.10298192501068115,-0.08872896432876587,-0.0820159912109375,-0.07986277341842651,-0.08046627044677734,-0.09091198444366455
0.4266666666666667,-0.002600252628326416,-0.003129243850708008,0.009767711162567139,0.00038743019104003906,-0.018633902072906494,-0.035822391510009766,-0.08384883403778076,-0.12170523405075073,-0.11121481657028198,-0.09920448064804077,-0.10304152965545654,-0.089302659034729,-0.08329004049301147,-0.08038431406021118,-0.08101761341094971,-0.0916793942451477
0.43333333333333335,-0.0019818544387817383,-0.0029578804969787598,0.009164214134216309,0.00017881393432617188,-0.018969178199768066,-0.03579258918762207,-0.08463114500045776,-0.12224167585372925,-0.11200457811355591,-0.09974837303161621,-0.10324269533157349,-0.08986890316009521,-0.08463859558105469,-0.08137524127960205,-0.08144974708557129,-0.09274482727050781
0.44,-0.0014379620552062988,-0.0029206275939941406,0.008337199687957764,-4.470348358154297e-05,-0.018984079360961914,-0.03581494092941284,-0.08586794137954712,-0.12341886758804321,-0.11245161294937134,-0.10070204734802246,-0.1039355993270874,-0.09056925773620605,-0.08599460124969482,-0.08250027894973755,-0.08150935173034668,-0.09372830390930176
0.44666666666666666,-0.0010207295417785645,-0.002779066562652588,0.007644295692443848,-0.0005662441253662109,-0.018827617168426514,-0.035978853702545166,-0.08701533079147339,-0.12461096048355103,-0.11280924081802368,-0.1019015908241272,-0.10491907596588135,-0.09129941463470459,-0.08736550807952881,-0.08351355791091919,-0.08085370063781738,-0.09480863809585571
0.4533333333333333,-0.0008419156074523926,-0.00286102294921875,0.007294118404388428,-0.0011324882507324219,-0.018648803234100342,-0.03641098737716675,-0.08784979581832886,-0.12488663196563721,-0.11307001113891602,-0.10321289300918579,-0.10593235492706299,-0.0918358564376831,-0.08855760097503662,-0.08448958396911621,-0.08013099431991577,-0.0965222716331482
0.46,-0.0011175870895385742,-0.0030621886253356934,0.0069588422775268555,-0.0014677643775939941,-0.018298625946044922,-0.03727525472640991,-0.08805841207504272,-0.12467056512832642,-0.11317431926727295,-0.10441988706588745,-0.10717660188674927,-0.09223818778991699,-0.08978694677352905,-0.0852048397064209,-0.07999688386917114,-0.09840726852416992
0.4666666666666667,-0.0017434358596801758,-0.003337860107421875,0.00651925802230835,-0.0014081597328186035,-0.017814338207244873,-0.038214027881622314,-0.08810311555862427,-0.12490898370742798,-0.11317431926727295,-0.10530650615692139,-0.10851770639419556,-0.09258836507797241,-0.09113550186157227,-0.0853613018989563,-0.08033961057662964,-0.09975582361221313
0.47333333333333333,-0.002473592758178711,-0.0036135315895080566,0.006303191184997559,-0.0012367963790893555,-0.01751631498336792,-0.03904849290847778,-0.08813291788101196,-0.12583285570144653,-0.11324137449264526,-0.10586529970169067,-0.10973960161209106,-0.0931471586227417,-0.09261816740036011,-0.08518993854522705,-0.08084625005722046,-0.10050833225250244
0.48,-0.0030025839805603027,-0.0038295984268188477,0.006586313247680664,-0.0010952353477478027,-0.017665326595306396,-0.039555132389068604,-0.08814036846160889,-0.12687593698501587,-0.11371821165084839,-0.1064985990524292,-0.11008977890014648,-0.09386241436004639,-0.09388476610183716,-0.08490681648254395,-0.08132308721542358,-0.10112673044204712
0.4866666666666667,-0.0032708048820495605,-0.0037923455238342285,0.007070600986480713,-0.001087784767150879,-0.01809746026992798,-0.039614737033843994,-0.0881776213645935,-0.1278519630432129,-0.11435151100158691,-0.10737776756286621,-0.10988861322402954,-0.09446591138839722,-0.09436160326004028,-0.08477270603179932,-0.0821724534034729,-0.10142475366592407
0.49333333333333335,-0.003345310688018799,-0.0034943222999572754,0.0073909759521484375,-0.0011622905731201172,-0.01841038465499878,-0.03936886787414551,-0.08818507194519043,-0.12895464897155762,-0.11498481035232544,-0.10780245065689087,-0.10991841554641724,-0.09462982416152954,-0.09410828351974487,-0.08492916822433472,-0.08317828178405762,-0.10094046592712402
0.5,-0.0029653310775756836,-0.002950429916381836,0.007539987564086914,-0.0016763806343078613,-0.01846998929977417,-0.03869831562042236,-0.08858740329742432,-0.13021379709243774,-0.11534243822097778,-0.10778754949569702,-0.11032819747924805,-0.0946149230003357,-0.09315460920333862,-0.08522719144821167,-0.08360296487808228,-0.1001209020614624
0.5066666666666667,-0.0022649765014648438,-0.0024959444999694824,0.007867813110351562,-0.002644956111907959,-0.018544495105743408,-0.03822892904281616,-0.08928030729293823,-0.1313909888267517,-0.11546909809112549,-0.1079663634300232,-0.11096149682998657,-0.0950247049331665,-0.09210407733917236,-0.08551031351089478,-0.08372962474822998,-0.09956210851669312
0.5133333333333333,-0.0017583370208740234,-0.002346932888031006,0.008203089237213135,-0.0034868717193603516,-0.01852959394454956,-0.038370490074157715,-0.089988112449646,-0.1323297619819641,-0.11590123176574707,-0.10876357555389404,-0.11143088340759277,-0.09598582983016968,-0.09150803089141846,-0.0857040286064148,-0.08387118577957153,-0.0993683934211731
0.52,-0.0016614794731140137,-0.002436339855194092,0.008262693881988525,-0.0036954879760742188,-0.018775463104248047,-0.03917515277862549,-0.09043514728546143,-0.13312697410583496,-0.11648982763290405,-0.10914355516433716,-0.11204183101654053,-0.0969618558883667,-0.09156018495559692,-0.08588284254074097,-0.08440017700195312,-0.09929388761520386
0.5266666666666666,-0.0018849968910217285,-0.002779066562652588,0.007949769496917725,-0.0031366944313049316,-0.019185245037078857,-0.04023313522338867,-0.0910833477973938,-0.13420730829238892,-0.11715292930603027,-0.10854750871658325,-0.11283904314041138,-0.0980570912361145,-0.09234994649887085,-0.08618086576461792,-0.08479505777359009,-0.09971112012863159
